
state,county,precincts,reporting,biden,clinton,dodd,edwards,gravel,kucinich,obama,richardson,uncommitted-d,total-d,giuliani,huckabee,hunter,keyes,mccain,paul,romney,tancredo,thompson,uncommitted-r,total-r
CO,Kiowa,4,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Kit Carson,13,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,La Plata,30,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Lake,6,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Larimer,153,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Las Animas,16,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Lincoln,13,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Logan,16,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Mesa,82,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Mineral,1,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Moffat,13,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Montezuma,11,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Montrose,25,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Morgan,17,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Otero,17,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Ouray,5,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Park,13,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Phillips,8,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Pitkin,10,0,,,,,,,,,,120,,0,,,0,0,0,,,,0
CO,Pitkin,10,2,,24,,,0,,96,,0,120,,,,,,,,,,,0
CO,Prowers,13,0,,,,,,,,,,102,,0,,,0,0,0,,,,0
CO,Prowers,13,13,,59,,,0,,40,,3,102,,,,,,,,,,,0
CO,Pueblo,131,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Rio Blanco,5,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Rio Grande,15,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Routt,18,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Saguache,9,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,San Juan,1,0,,,,,,,,,,28,,0,,,0,0,0,,,,0
CO,San Juan,1,1,,8,,,0,,18,,2,28,,,,,,,,,,,0
CO,San Miguel,7,0,,,,,,,,,,387,,0,,,0,0,0,,,,0
CO,San Miguel,7,5,,52,,,0,,333,,2,387,,,,,,,,,,,0
CO,Sedgwick,5,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Summit,17,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Teller,13,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Washington,6,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Weld,103,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Yuma,14,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CT,*,732,524,312,120580,635,2546,178,602,126683,305,2191,254032,,,,,,,,,,,118336
CT,*,732,534,,,,,,,,,,254032,1851,8499,109,269,61905,4879,38497,,425,1902,118336
CT,Andover,1,1,0,185,1,4,1,4,172,0,5,372,1,22,0,1,95,9,82,,1,2,213
CT,Ansonia,7,7,2,966,3,24,0,3,566,0,16,1580,11,33,0,1,185,18,128,,2,8,386
CT,Ashford,1,1,0,298,2,11,0,2,280,0,6,599,2,22,0,0,81,16,64,,2,5,192
CT,Avon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Barkhamsted,1,1,0,166,0,7,0,3,216,0,3,395,4,20,1,1,128,12,106,,3,4,279
CT,Beacon Falls,1,1,0,382,0,8,0,1,178,4,5,578,6,16,0,2,146,13,86,,2,1,272
CT,Berlin,5,5,1,1560,14,34,1,6,1005,1,38,2660,16,70,1,3,519,40,427,,5,23,1104
CT,Bethany,1,1,1,292,0,7,0,1,347,1,5,654,10,28,0,3,201,18,118,,1,6,385
CT,Bethel,5,5,2,714,3,21,2,5,699,3,15,1464,28,73,0,1,484,54,321,,3,7,971
CT,Bethlehem,1,1,0,152,2,6,0,4,235,0,5,404,8,24,1,1,160,17,116,,1,10,338
CT,Bloomfield,6,6,1,1321,6,22,1,6,3449,1,20,4827,18,32,1,1,328,18,250,,2,22,672
CT,Bolton,1,1,2,301,0,6,1,1,342,1,4,658,5,40,1,2,189,24,126,,1,5,393
CT,Bozrah,1,1,0,147,0,6,1,1,135,0,5,295,1,12,0,0,68,13,48,,3,3,148
CT,Branford,5,5,0,1652,6,49,1,5,1640,5,26,3384,10,47,0,1,480,35,292,,5,9,879
CT,Bridgeport,25,24,16,4644,17,51,15,25,5788,13,48,10617,19,79,1,6,529,38,222,,4,32,930
CT,Bridgewater,1,1,9,95,1,4,0,1,128,0,1,239,4,7,0,0,104,5,67,,1,6,194

CT,Bristol,10,10,4,3681,29,62,9,9,2588,6,65,6453,24,184,0,2,750,84,547,,7,30,1628
CT,Brookfield,2,2,1,583,1,27,1,2,512,2,13,1142,25,96,1,3,668,42,476,,3,18,1332
CT,Brooklyn,1,1,2,322,2,17,0,2,271,0,10,626,4,25,0,1,152,16,118,,4,3,323
CT,Burlington,1,1,0,391,4,10,1,5,465,1,8,885,8,44,1,4,276,28,182,,4,11,558
CT,Canaan,1,1,0,92,2,1,0,0,124,0,2,221,11,11,0,0,109,13,40,,1,2,187
CT,Canterbury,1,1,2,221,2,4,0,1,169,0,7,406,3,61,0,3,139,20,138,,3,6,373
CT,Canton,1,1,0,518,0,1,0,2,681,2,5,1209,4,49,0,1,338,25,284,,2,11,714
CT,Chaplin,1,1,0,118,0,4,0,1,116,1,1,241,1,16,0,7,68,7,33,,0,4,136
CT,Cheshire,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Chester,1,1,0,243,4,3,0,0,355,0,4,609,4,24,1,2,117,8,60,,1,5,222
CT,Clinton,1,1,3,655,4,6,1,0,640,2,13,1324,16,54,0,1,437,30,257,,1,5,801
CT,Colchester,1,1,3,782,4,18,1,2,661,1,17,1489,11,78,2,2,381,38,250,,4,14,780
CT,Colebrook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Columbia,1,1,4,409,4,15,2,4,363,2,6,809,4,42,2,0,193,10,105,,3,7,366
CT,Cornwall,1,1,0,82,0,4,0,0,201,0,1,288,3,8,0,0,44,13,24,,0,4,96
CT,Coventry,2,2,2,609,1,22,0,7,619,5,5,1270,3,53,0,1,247,22,193,,0,13,532
CT,Cromwell,1,0,,,,,,,,,,1633,14,43,1,1,325,17,242,,4,17,664
CT,Cromwell,1,1,4,863,6,14,0,6,724,0,16,1633,,,,,,,,,,,664
CT,Danbury,7,7,8,2373,5,46,4,11,2125,2,67,4641,43,144,1,4,1084,93,787,,10,32,2198
CT,Darien,6,6,14,569,1,10,1,2,803,1,9,1410,30,64,1,1,1580,66,758,,3,20,2523
CT,Deep River,1,1,0,285,1,8,0,1,329,0,1,625,7,14,0,1,133,9,60,,1,3,228
CT,Derby,2,2,1,795,5,15,1,1,416,1,19,1254,4,34,1,0,142,12,73,,2,5,273
CT,Durham,2,2,0,332,1,5,1,3,376,2,8,728,6,38,0,0,291,14,181,,1,9,540
CT,East Granby,2,2,0,253,1,6,0,0,262,0,3,525,2,34,0,1,198,10,164,,1,11,421
CT,East Haddam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,East Hampton,1,1,1,604,3,13,1,6,657,1,0,1286,3,57,0,1,293,27,229,,3,6,619
CT,East Hartford,7,7,5,2708,22,52,3,13,2736,4,82,5625,26,84,4,8,471,56,344,,6,38,1037
CT,East Haven,7,7,2,1602,2,20,1,1,644,3,22,2297,23,25,0,2,322,26,170,,2,20,590
CT,East Lyme,3,3,3,996,2,16,2,3,930,2,18,1972,11,62,0,2,594,34,312,,6,8,1029
CT,East Windsor,2,2,2,488,4,14,1,2,474,4,11,1000,6,37,1,0,193,12,178,,2,9,438
CT,Eastford,1,1,0,80,1,2,0,0,90,1,3,177,1,37,0,3,71,12,51,,3,5,183
CT,Easton,1,1,1,305,1,0,1,4,374,0,6,692,7,34,0,0,328,45,229,,2,4,649
CT,Ellington,2,2,0,508,3,9,0,2,544,1,14,1081,4,56,0,0,314,32,275,,3,12,696
CT,Enfield,9,1,0,61,0,8,0,0,44,0,2,115,3,4,0,0,30,3,15,,0,0,55
CT,Essex,2,2,0,371,5,5,0,0,549,0,4,934,6,23,0,0,348,16,202,,0,13,608
CT,Fairfield,10,9,13,2312,5,49,3,7,2536,3,24,4952,51,161,0,1,2125,120,896,,6,39,3399
CT,Farmington,4,4,1,1346,7,24,2,8,1500,7,18,2913,24,103,2,5,966,59,667,,9,36,1871
CT,Franklin,1,1,0,82,0,2,0,0,75,0,6,165,4,12,2,1,60,5,30,,0,3,117
CT,Glastonbury,9,1,,,,,,,,,,1072,2,15,0,0,128,9,94,,0,2,250
CT,Glastonbury,9,2,0,463,4,4,2,2,589,2,6,1072,,,,,,,,,,,250
CT,Goshen,1,1,0,127,0,4,1,2,151,0,4,289,9,12,1,1,154,18,105,,1,7,308
CT,Granby,2,2,1,507,1,8,1,3,689,0,7,1217,5,64,2,3,461,36,412,,0,7,990
CT,Greenwich,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5660
CT,Greenwich,12,12,,,,,,,,,,0,87,157,4,5,3449,165,1717,,7,69,5660
CT,Griswold,2,2,0,671,5,22,3,4,422,3,20,1150,6,63,0,1,182,40,124,,0,9,425
CT,Groton,8,8,6,1285,6,35,1,6,1403,3,27,2772,14,112,1,1,686,75,405,,5,31,1330
CT,Guilford,5,5,5,1219,8,22,0,9,1796,2,13,3074,21,78,1,8,785,32,438,,3,17,1383
CT,Haddam,3,3,0,447,4,15,1,4,508,1,4,984,2,46,0,0,229,12,165,,2,7,463
CT,Hamden,11,11,10,3655,17,60,3,21,5078,9,56,8909,38,123,3,6,897,86,532,,8,38,1731
CT,Hampton,1,1,0,134,0,2,0,1,129,0,5,271,2,13,0,1,80,8,29,,0,6,139
CT,Hartford,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Hartland,1,1,0,73,1,5,1,1,95,0,2,178,6,49,2,0,86,8,91,,0,4,246
CT,Harwinton,1,1,0,251,0,8,0,0,258,2,10,529,1,22,1,0,158,46,143,,1,0,372
CT,Hebron,1,1,0,487,1,9,0,1,538,2,8,1046,6,41,0,2,304,18,187,,1,5,564
CT,Kent,1,1,0,178,0,5,0,0,296,0,4,483,4,18,1,0,140,9,60,,0,6,238
CT,Killingly,5,5,2,598,3,18,1,4,384,2,10,1022,6,53,1,4,211,30,139,,4,18,466
CT,Killingworth,1,1,0,325,2,8,0,0,345,0,3,683,5,38,1,0,238,6,140,,1,4,433
CT,Lebanon,1,1,0,365,1,9,0,3,302,0,4,684,1,62,1,1,236,26,138,,5,6,476
CT,Ledyard,2,2,0,512,3,20,0,2,613,1,10,1161,13,102,1,1,482,51,345,,3,12,1010
CT,Lisbon,1,1,1,256,3,9,0,3,151,2,11,436,4,14,0,0,91,5,81,,1,5,201
CT,Litchfield,4,4,0,347,0,12,0,2,511,1,6,879,14,44,0,2,398,51,255,,6,11,781
CT,Lyme,1,1,0,115,2,4,0,2,216,0,3,342,3,8,0,1,173,10,68,,0,5,268
CT,Madison,2,2,4,847,1,8,1,2,1089,0,6,1958,25,78,0,4,872,40,468,,4,17,1508
CT,Manchester,10,6,4,1697,17,46,0,4,1791,7,31,3597,24,116,3,2,510,75,417,,12,30,1189
CT,Mansfield,3,3,1,1037,10,21,5,15,1656,4,17,2766,2,34,0,3,256,33,157,,1,12,498
CT,Marlborough,1,1,0,381,2,4,0,1,428,0,6,822,4,43,2,0,193,16,154,,0,2,414
CT,Meriden,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Middlebury,1,1,3,318,0,7,1,1,295,2,11,638,15,70,1,4,563,45,340,,3,18,1059
CT,Middlefield,1,1,1,281,2,11,3,0,243,0,3,544,4,17,1,1,110,12,71,,0,3,219
CT,Middletown,14,14,5,2744,19,51,4,28,3401,2,43,6297,37,121,3,1,620,62,370,,8,19,1241
CT,Milford,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Monroe,4,4,1,662,4,16,0,2,589,0,9,1283,16,79,1,5,530,34,337,,4,6,1012
CT,Montville,6,6,2,788,3,12,1,2,559,2,26,1395,6,64,2,1,248,14,174,,1,19,529
CT,Morris,1,1,0,91,0,5,0,0,111,0,6,213,5,23,0,1,101,21,63,,1,4,219
CT,Naugatuck,10,10,5,1309,10,24,1,3,957,5,28,2342,11,115,1,2,477,80,295,,2,20,1003
CT,New Britain,17,3,2,587,2,6,1,3,576,1,12,1190,4,10,0,3,67,15,43,,2,3,147
CT,New Canaan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,New Fairfield,2,2,1,447,2,9,0,2,387,1,8,857,11,56,0,0,426,30,312,,1,11,847
CT,New Hartford,2,2,1,288,2,6,0,5,376,1,4,683,3,64,0,0,234,20,196,,5,7,529
CT,New Haven,35,20,8,3252,8,56,9,27,5935,9,48,9352,5,42,0,4,223,32,135,,1,10,452

CT,New London,7,7,1,949,5,11,0,5,1247,3,16,2237,8,30,1,4,214,26,118,,8,11,420
CT,New Milford,7,7,3,1014,5,12,0,1,913,0,18,1966,29,148,2,3,768,71,458,,7,40,1526
CT,Newington,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Newtown,4,4,3,1098,4,32,3,3,1245,3,17,2408,25,159,1,3,1039,59,659,,3,27,1975
CT,Norfolk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,North Branford,2,2,3,600,3,14,0,0,489,1,13,1123,12,47,0,0,293,24,191,,4,10,581
CT,North Canaan,1,1,0,92,2,1,0,0,124,0,2,221,11,11,0,0,109,13,40,,1,2,187
CT,North Haven,5,5,1,1144,9,24,0,3,993,3,11,2188,31,88,0,0,702,37,403,,4,25,1290
CT,North Stonington,1,1,0,236,3,3,1,4,236,0,2,485,6,29,2,0,179,17,131,,2,5,371
CT,Norwalk,14,12,8,2514,6,30,6,18,3399,8,40,6029,22,104,1,0,1137,71,605,,6,27,1973
CT,Norwich,10,10,6,1706,13,41,1,11,1356,3,45,3182,6,90,0,4,348,39,232,,3,11,733
CT,Old Lyme,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Old Saybrook,2,2,0,566,4,14,1,1,540,0,4,1130,17,49,0,1,538,29,265,,3,18,920
CT,Orange,2,2,7,651,4,15,0,2,545,4,10,1238,16,48,0,4,518,25,281,,1,7,900
CT,Oxford,1,1,0,396,2,8,1,2,287,1,2,699,9,69,3,2,440,45,250,,1,7,826
CT,Plainfield,4,4,2,748,12,19,0,2,421,1,27,1232,4,59,0,0,212,32,156,,0,6,469
CT,Plainville,4,4,0,1100,5,13,2,5,701,9,24,1859,9,80,3,3,324,26,218,,2,38,703
CT,Plymouth,2,2,0,463,1,12,0,3,306,0,9,794,3,52,2,2,173,47,132,,1,6,418
CT,Pomfret,1,1,0,175,1,9,0,3,274,0,7,469,2,29,0,0,146,19,83,,1,5,285
CT,Portland,1,1,0,542,4,20,0,2,563,1,11,1143,10,42,1,0,235,20,162,,0,11,481
CT,Preston,1,1,0,209,1,4,0,1,144,1,8,368,3,19,0,0,122,10,68,,1,2,225
CT,Prospect,2,2,1,338,1,6,2,4,272,1,9,634,13,55,0,0,260,32,152,,3,5,520
CT,Putnam,2,2,1,409,4,14,0,3,325,4,8,768,3,41,0,3,138,16,84,,1,2,288
CT,Redding,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Ridgefield,3,3,1,1149,4,22,1,2,1493,3,9,2684,37,101,1,0,1235,76,786,,5,21,2262
CT,Rocky Hill,3,3,4,1399,4,31,2,7,977,4,21,2449,16,52,1,5,425,22,281,,7,25,834
CT,Roxbury,1,1,1,108,1,3,1,2,179,0,1,296,3,10,0,1,132,7,77,,1,1,232
CT,Salem,1,1,0,217,2,5,0,3,222,2,14,465,3,16,0,0,149,13,73,,1,3,258
CT,Salisbury,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Scotland,1,1,1,74,0,4,0,0,97,0,6,182,2,23,0,0,47,5,28,,0,2,107
CT,Seymour,3,3,5,554,1,18,1,1,344,3,14,941,3,58,0,1,241,27,193,,3,10,536
CT,Sharon,1,1,0,137,0,3,1,2,259,0,0,402,4,8,0,1,120,10,53,,0,4,200
CT,Shelton,6,6,4,1356,10,37,1,8,994,3,23,2436,29,180,1,5,1285,63,615,,9,27,2214
CT,Sherman,1,1,0,156,0,2,0,1,183,0,4,346,11,20,0,0,170,9,118,,0,2,330
CT,Simsbury,4,4,3,1174,5,23,1,6,1684,2,15,2913,28,117,2,4,1176,55,932,,7,37,2358
CT,Somers,1,1,1,350,1,4,1,0,370,2,13,742,6,35,0,3,208,23,286,,0,6,567
CT,South Windsor,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Southbury,5,5,1,206,0,8,0,3,467,1,4,690,8,22,0,1,144,19,50,,0,7,251
CT,Southington,12,12,4,2406,11,35,1,5,1617,4,41,4124,29,183,2,1,978,67,745,,7,37,2049
CT,Sprague,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Stafford,3,3,0,721,10,21,4,1,589,1,20,1367,5,41,3,0,198,17,158,,1,7,430
CT,Stamford,23,23,19,5810,41,114,10,29,5899,19,120,12061,91,235,6,9,3095,187,1531,,10,97,5261
CT,Sterling,1,1,0,93,2,1,0,1,58,0,3,158,1,14,0,0,64,3,37,,1,2,122
CT,Stonington,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Stratford,13,11,3,2085,12,54,3,7,2034,1,28,4227,24,142,0,6,1127,74,531,,9,29,1942
CT,Suffield,1,1,0,580,1,15,0,6,575,2,9,1188,11,47,0,0,379,43,383,,7,8,878
CT,Thomaston,1,1,1,297,4,5,0,0,255,3,15,580,9,45,2,0,168,21,141,,4,9,399
CT,Thompson,4,4,2,516,3,20,3,4,321,1,23,893,14,50,0,2,177,16,148,,1,11,419
CT,Tolland,2,2,1,657,4,12,0,4,760,2,6,1446,6,85,1,3,390,34,280,,1,13,813
CT,Torrington,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Trumbull,7,7,5,1537,6,25,3,2,1351,4,25,2958,38,159,3,7,1075,73,607,,5,18,1985
CT,Union,1,1,0,34,0,3,0,1,58,1,2,99,0,10,1,0,64,5,26,,0,1,107
CT,Vernon,6,6,4,1276,6,35,2,4,1227,4,26,2584,17,99,0,2,486,57,415,,6,21,1103
CT,Voluntown,1,1,0,117,0,5,1,0,102,0,5,230,4,13,0,0,44,12,35,,2,1,111
CT,Wallingford,9,9,2,2206,18,41,1,7,1702,6,30,4013,26,115,0,5,792,87,534,,8,20,1587
CT,Warren,1,1,0,46,0,0,0,1,80,1,2,130,4,8,0,3,77,3,22,,1,4,122
CT,Washington,1,1,0,164,0,7,0,2,290,0,0,463,9,14,1,0,190,20,85,,4,11,334
CT,Waterbury,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Waterford,4,4,3,1050,6,24,3,9,872,1,13,1981,15,91,0,3,426,41,281,,4,6,867
CT,Watertown,4,4,1,829,3,23,1,2,723,6,35,1623,22,70,0,5,609,56,427,,3,11,1203
CT,West Hartford,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,West Haven,12,12,8,2540,9,108,4,14,2482,10,54,5229,13,64,0,2,347,32,189,,1,22,670
CT,Westbrook,2,2,1,296,0,9,0,0,265,1,1,573,6,34,1,0,245,8,125,,0,5,424
CT,Weston,1,1,1,652,1,7,1,3,794,1,5,1465,17,25,0,0,538,22,214,,1,8,825
CT,Westport,6,6,11,1851,5,36,1,12,2288,4,17,4225,40,60,0,3,1440,53,572,,4,31,2203
CT,Wethersfield,10,10,7,2075,14,41,2,8,1717,8,35,3907,17,100,1,4,633,65,579,,10,31,1440
CT,Willington,1,1,0,264,1,6,2,3,289,1,1,567,0,22,0,1,121,22,113,,4,3,286
CT,Wilton,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Winchester,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
CT,Windham,5,5,2,1057,9,20,4,9,863,3,21,1988,16,55,1,1,235,51,139,,1,9,508
CT,Windsor,7,7,4,1619,15,28,4,10,3134,2,38,4854,12,103,2,0,495,52,435,,5,18,1122
CT,Windsor Locks,2,2,1,591,2,13,0,1,515,3,18,1144,11,77,0,2,315,23,256,,4,13,701
CT,Wolcott,3,3,1,644,1,12,1,4,500,1,0,1164,12,72,0,2,330,35,253,,4,0,708
CT,Woodbridge,1,1,1,686,3,15,2,2,707,1,4,1421,8,31,0,2,345,21,168,,3,2,580
CT,Woodbury,2,2,0,418,0,8,0,2,539,3,16,986,14,64,3,4,530,49,392,,2,19,1077
CT,Woodstock,1,1,0,375,1,8,0,3,428,1,8,824,11,78,1,3,283,19,273,,1,9,678
DE,*,312,312,2863,40751,170,1241,,192,51124,,,96341,1255,7706,,,22626,2131,16344,175,,,50237
DE,Kent,44,44,408,5533,32,273,,32,6735,,,13013,192,1568,,,3598,289,2806,31,,,8484
DE,New Castle,204,204,1785,26564,82,575,,116,37795,,,66917,744,3140,,,13225,1434,8758,109,,,27410
DE,Sussex,64,64,670,8654,56,393,,44,6594,,,16411,319,2998,,,5803,408,4780,35,,,14343

GA,*,3157,2438,,,,,,,,,,686194,5006,254804,581,1230,233452,21152,216041,254,2562,,735082
GA,*,3157,2444,1897,234170,652,13289,698,1567,432462,1459,,686194,,,,,,,,,,,735082
GA,Appling,18,18,11,671,3,44,1,4,561,2,,1297,8,1059,1,0,564,17,264,0,7,,1920
GA,Atkinson,5,5,5,235,0,15,0,6,241,3,,505,5,224,0,1,218,11,153,0,4,,616
GA,Bacon,6,6,2,358,4,35,2,2,190,2,,595,5,460,2,2,336,40,157,2,1,,1005
GA,Baker,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0
GA,Baldwin,16,16,21,1470,9,106,4,7,3547,15,,5179,26,1217,4,3,1327,144,708,2,14,,3445
GA,Banks,14,14,9,693,4,64,2,6,232,1,,1011,8,1152,3,1,684,40,516,0,8,,2412
GA,Barrow,17,17,15,1667,5,112,7,11,1948,12,,3777,53,3323,1,13,1947,211,1960,5,40,,7553
GA,Bartow,18,14,10,2790,8,211,9,9,2113,15,,5165,76,3803,5,15,2332,380,2214,4,37,,8866
GA,Ben Hill,6,6,11,554,1,62,1,12,852,7,,1500,14,423,1,3,455,25,220,1,3,,1145
GA,Berrien,10,10,4,654,2,61,4,3,421,2,,1151,14,628,1,2,567,35,413,2,5,,1667
GA,Bibb,43,32,28,2912,8,89,8,26,9552,28,,12651,19,3070,7,13,2393,280,2512,1,22,,8317
GA,Bleckley,2,2,1,398,0,41,4,2,430,6,,882,8,696,3,1,502,32,340,1,7,,1590
GA,Brantley,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0
GA,Brooks,10,10,8,423,0,43,1,5,723,4,,1207,7,491,2,3,455,24,283,1,5,,1271
GA,Bryan,11,11,12,984,1,52,3,7,1077,6,,2142,18,922,2,7,1316,108,1247,1,13,,3634
GA,Bulloch,17,17,22,1761,4,91,6,18,2668,9,,4579,37,1907,4,13,2531,286,1272,2,18,,6070
GA,Burke,16,13,11,578,3,22,9,8,1649,7,,2287,8,501,1,3,699,38,283,0,10,,1543
GA,Butts,6,6,8,761,4,68,4,5,1169,6,,2025,16,1128,1,6,772,37,618,1,4,,2583
GA,Calhoun,6,6,7,207,2,13,1,4,545,3,,782,2,120,0,1,171,3,56,1,2,,356
GA,Camden,15,15,7,1138,3,68,3,5,1894,2,,3120,28,1189,2,11,1684,84,1582,0,14,,4594
GA,Candler,3,3,4,313,1,28,4,2,394,4,,750,2,361,0,0,406,19,146,0,5,,939
GA,Carroll,33,33,19,3800,8,206,12,27,4506,17,,8595,72,5291,8,21,3887,585,2983,1,32,,12880
GA,Catoosa,13,13,12,3106,5,166,4,4,952,9,,4258,26,3598,7,16,1885,348,1267,1,45,,7193
GA,Charlton,10,10,5,270,2,30,2,0,341,6,,656,5,323,1,1,320,10,236,3,1,,900
GA,Chatham,92,54,45,3916,10,91,8,49,14454,28,,18601,70,1862,6,15,3594,351,3630,7,26,,9561
GA,Chattahoochee,2,2,0,159,1,7,0,2,233,4,,406,3,47,1,0,110,7,55,0,3,,226
GA,Chattooga,14,5,0,262,0,32,0,3,102,1,,400,5,221,0,1,150,18,45,0,2,,442
GA,Cherokee,45,19,,,,,,,,,,6763,118,4795,7,24,3416,413,4235,3,40,,13051
GA,Cherokee,45,25,17,3150,6,189,7,5,3378,11,,6763,,,,,,,,,,,13051
GA,Clarke,25,23,27,3759,3,205,20,46,9566,23,,13649,52,1511,6,9,2131,365,1880,2,23,,5979
GA,Clay,5,5,1,157,0,5,3,2,282,1,,451,1,82,2,0,112,1,39,0,2,,239
GA,Clayton,60,18,16,1539,1,38,3,11,6938,8,,8554,12,651,1,5,431,57,424,2,6,,1589
GA,Clinch,6,6,0,208,2,21,0,2,214,2,,449,3,219,1,0,201,10,69,0,2,,505
GA,Cobb,188,128,85,17873,24,863,47,86,39626,58,,58662,595,18777,48,79,19706,2025,25388,21,187,,66826
GA,Coffee,7,7,17,1047,4,84,5,9,1281,7,,2454,28,1250,2,3,923,59,598,1,14,,2878
GA,Colquitt,20,20,24,1241,6,146,3,7,1204,20,,2651,32,1379,4,7,1596,137,875,0,27,,4057
GA,Columbia,46,31,5,2005,3,63,6,10,3114,7,,5213,41,3362,5,17,3764,326,3640,1,26,,11182
GA,Cook,9,9,10,500,2,52,1,5,616,5,,1191,12,530,1,1,472,22,280,0,12,,1330
GA,Coweta,29,22,16,2326,5,97,6,13,3253,11,,5727,50,4527,11,15,3428,238,3625,3,32,,11929
GA,Crawford,7,7,4,537,2,29,2,2,705,5,,1286,2,600,0,0,390,36,250,0,5,,1283
GA,Crisp,7,7,3,554,1,35,2,4,936,7,,1542,13,509,2,3,725,19,371,1,12,,1655
GA,Dade,8,8,3,909,0,45,3,2,226,6,,1194,9,902,2,7,517,106,251,1,13,,1808
GA,Dawson,9,9,5,735,3,61,0,4,439,0,,1247,21,1465,1,7,1112,53,1276,0,17,,3952
GA,Decatur,16,16,22,804,5,75,5,14,1466,14,,2405,17,741,2,7,974,68,434,0,3,,2246
GA,DeKalb,193,154,116,22522,27,373,57,159,70232,70,,93556,158,5687,20,38,9714,1127,10140,7,56,,26947
GA,Dodge,17,17,5,804,4,52,3,9,746,15,,1638,14,889,3,3,568,36,359,1,6,,1879
